"Food","FCDB Food ID","Serving Size or CSM","Serving Size Unit","Quantity per 100 g","Nutrient Unit","Quantity per serve","Nutrient Unit","%DI Per Serve"
"Chicken, dark meat (leg), flesh, lean, fresh, raw","M10058","130","g","0.0","g","0.0","g",""
"Chicken, thigh, flesh, lean, separable fat & skin, fresh, raw","M10056","130","g","0.0","g","0.0","g",""
"Chicken, dark meat (leg), flesh, lean & separable fat, fresh, raw","M10059","130","g","0.0","g","0.0","g",""
"Chicken, dark meat (leg), flesh, lean, fresh, baked or roasted, no salt & fat added","M10061","100","g","0.0","g","0.0","g",""
"Chicken, dark meat (leg), flesh, lean, separable fat & skin, fresh, raw","M10060","130","g","0.0","g","0.0","g",""
"Chicken, dark meat (leg), flesh, lean, separable fat & skin, fresh, baked or roasted, no fat or salt added","M10062","100","g","0.0","g","0.0","g",""
"Chicken, dark meat (leg), flesh, lean & separable fat, fresh, baked or roasted, (skin removed before eaten), no fat or salt added","M10064","100","g","0.0","g","0.0","g",""
"Chicken, dark meat (leg), flesh, lean, stewed or boiled, no salt added","M10063","100","g","0.0","g","0.0","g",""
"Chicken, whole, composite cuts, flesh, lean & separable fat, fresh, raw","M10066","130","g","0.0","g","0.0","g",""
"Chicken, whole, composite cuts, lean, raw","M10065","130","g","0.0","g","0.0","g",""
"Chicken, whole, composite cuts, flesh, lean & separable fat, fresh, baked or roasted, (skin removed before eaten), no fat or salt added","M10068","100","g","0.0","g","0.0","g",""
"Chicken, whole, composite cuts, flesh, lean, separable fat & skin, raw","M10067","130","g","0.0","g","0.0","g",""
"Chicken, whole, composite cuts, flesh, lean, separable fat & skin, fresh, baked or roasted, no fat or salt added","M10070","100","g","0.0","g","0.0","g",""
"Chicken, whole, composite cuts, flesh, lean, fresh, baked or roasted, no fat or salt added","M10069","100","g","0.0","g","0.0","g",""
"Chicken, liver, pan-fried, no added salt or fat","M10072","50","g","0.0","g","0.0","g",""
"Chicken, whole, composite cuts, flesh, lean, fresh, stewed or boiled, no salt added","M10071","100","g","0.0","g","0.0","g",""
"Pate, pork","M10087","13","g","0.0","g","0.0","g",""
"Venison, Medallion, Silver Fern®, raw","M1017","130","g","0.0","g","0.0","g",""
"Chicken, deli cooked, composite cuts, flesh, lean & separable fat","M10073","100","g","0.0","g","0.0","g",""
"Venison, Diced, Silver Fern®, raw","M1019","130","g","0.0","g","0.0","g",""
"Venison, Stir Fry, Silver Fern®, raw","M1018","130","g","0.0","g","0.0","g",""
"Venison, Medallion, Silver Fern®, cooked","M1021","100","g","0.0","g","0.0","g",""
"Venison, mince, Silver Fern®, raw","M1020","130","g","0.0","g","0.0","g",""
"Venison, Diced, Silver Fern®, cooked","M1023","100","g","0.0","g","0.0","g",""
"Venison, Stir Fry, Silver Fern®, cooked","M1022","100","g","0.0","g","0.0","g",""
"Chicken, feet, boiled","M1030","34","g","0.0","g","0.0","g",""
"Venison, Mince, Silver Fern®, cooked","M1024","100","g","0.0","g","0.0","g",""
"Beef, canned, Corned Beef, Pacific®","M1032","50","g","0.0","g","0.0","g",""
"Beef, canned, Corned Beef, Hellaby's®","M1031","50","g","0.0","g","0.0","g",""
"Beef, canned, Corned Beef, Salisbury","M1034","50","g","0.0","g","0.0","g",""
"Beef, canned, Corned Beef, Palm","M1035","50","g","0.0","g","0.0","g",""
"Beef, canned, Reduced Fat Corned Beef, Hellaby's®","M1033","50","g","0.0","g","0.0","g",""
"Beef, canned, Corned Beef, Pams","M1037","50","g","0.0","g","0.0","g",""
"Beef, canned, Lite Corned Beef, Salisbury","M1036","50","g","0.0","g","0.0","g",""
"Beef, corned silverside, raw","M1039","130","g","0.0","g","0.0","g",""
"Beef, canned, Corned Beef, Golden Country","M1038","50","g","0.0","g","0.0","g",""
"Beef, Corned Fishers Silverside, Fishers, raw","M1040","130","g","0.0","g","0.0","g",""
"Beef, corned silverside, shaved & sliced, deli","M1043","100","g","0.0","g","0.0","g",""
"Beef, Corned Silverside, Hellaby, raw","M1041","130","g","0.0","g","0.0","g",""
"Beef, forequarter brisket navel end, separable lean, raw","M1045","130","g","0.0","g","0.0","g",""
"Beef, forequarter bolar, separable lean, raw","M1044","130","g","0.0","g","0.0","g",""
"Beef, forequarter chuck steak, separable lean, raw","M1047","130","g","0.0","g","0.0","g",""
"Beef, forequarter oyster blade, separable lean, raw","M1049","130","g","0.0","g","0.0","g",""
"Beef, forequarter brisket point end, separable lean, raw","M1046","130","g","0.0","g","0.0","g",""
"Beef, forequarter, scotch fillet, separable lean, raw","M1048","130","g","0.0","g","0.0","g",""
"Beef, mince, premium, raw","M1051","130","g","0.0","g","0.0","g",""
"Beef, forequarter ribs prepared, separable lean, raw","M1050","130","g","0.0","g","0.0","g",""
"Beef, hindquarter skirt steak, separable lean, raw","M1053","130","g","0.0","g","0.0","g",""
"Beef, hindquarter shank, separable lean, raw","M1055","130","g","0.0","g","0.0","g",""
"Beef, hindquarter silverside, separable lean, raw","M1052","130","g","0.0","g","0.0","g",""
"Beef, hindquarter silverside excluding the eye, separable lean, raw","M1054","130","g","0.0","g","0.0","g",""
"Beef, hindquarter thick flank, separable lean, raw","M1057","130","g","0.0","g","0.0","g",""
"Beef, hindquarter topside cap off, separable lean, raw","M1056","130","g","0.0","g","0.0","g",""
"Beef, hindquarter sirloin, separable lean, raw","M1059","130","g","0.0","g","0.0","g",""
"Beef, hindquarter rump steak, separable lean, raw","M1058","130","g","0.0","g","0.0","g",""
"Beef, hindquarter fillet, separable lean, raw","M1060","130","g","0.0","g","0.0","g",""
"Ox, offal, kidney, raw","M1062","100","g","0.0","g","0.0","g",""
"Ox, offal, heart, raw","M1061","100","g","0.0","g","0.0","g",""
"Beef, offal, sweetbreads, raw","M1064","100","g","0.0","g","0.0","g",""
"Ox, offal, liver, raw","M1063","100","g","0.0","g","0.0","g",""
"Beef, offal, tripe, raw","M1066","130","g","0.0","g","0.0","g",""
"Ox, offal, tongue, raw","M1065","100","g","0.0","g","0.0","g",""
"Beef, fat, intermuscular fat, raw","M1068","15","g","0.0","g","0.0","g",""
"Beef, fat, subcutaneous fat, raw","M1067","15","g","0.0","g","0.0","g",""
"Beef, forequarter brisket navel end, separable lean, braised","M1070","100","g","0.0","g","0.0","g",""
"Beef, forequarter bolar, separable lean, braised","M1069","100","g","0.0","g","0.0","g",""
"Beef, forequarter chuck steak, separable lean, braised","M1072","100","g","0.0","g","0.0","g",""
"Beef, forequarter brisket point end, separable lean, braised","M1071","100","g","0.0","g","0.0","g",""
"Beef, forequarter oyster blade, separable lean, braised","M1074","100","g","0.0","g","0.0","g",""
"Beef, forequarter scotch fillet, separable lean, fast-roasted","M1073","100","g","0.0","g","0.0","g",""
"Beef, mince, premium, simmered","M1076","100","g","0.0","g","0.0","g",""
"Beef, forequarter ribs prepared, separable lean, fast-roasted","M1075","100","g","0.0","g","0.0","g",""
"Beef, hindquarter skirt steak, separable lean, braised","M1078","100","g","0.0","g","0.0","g",""
"Beef, hindquarter silverside, separable lean, slow-roasted","M1077","100","g","0.0","g","0.0","g",""
"Beef, hindquarter topside cap off, separable lean, braised","M1081","100","g","0.0","g","0.0","g",""
"Beef, hindquarter silverside excluding the eye, separable lean, braised","M1079","100","g","0.0","g","0.0","g",""
"Beef, hindquarter shank, separable lean, braised","M1080","100","g","0.0","g","0.0","g",""
"Beef, hindquarter rump steak, separable lean, fast-fried","M1083","100","g","0.0","g","0.0","g",""
"Beef, hindquarter thick flank, separable lean, fast-fried","M1082","100","g","0.0","g","0.0","g",""
"Beef, hindquarter sirloin, separable lean, fast-fried","M1084","100","g","0.0","g","0.0","g",""
"Ox, offal, kidney, simmered","M1087","75","g","0.0","g","0.0","g",""
"Beef, hindquarter fillet, separable lean, fast-fried","M1085","100","g","0.0","g","0.0","g",""
"Ox, offal, heart, simmered","M1086","75","g","0.0","g","0.0","g",""
"Beef, offal, sweetbreads, simmered","M1089","75","g","0.0","g","0.0","g",""
"Ox, offal, liver, fast-fried","M1088","75","g","0.0","g","0.0","g",""
"Ox, offal, tongue, simmered","M1090","75","g","0.0","g","0.0","g",""
"Pork, bacon, separable fat, cooked","M109","15","g","0.0","g","0.0","g",""
"Beef, fat, subcutaneous fat, fast-fried","M1092","15","g","0.0","g","0.0","g",""
"Beef, fat, intermuscular fat, braised","M1093","15","g","0.0","g","0.0","g",""
"Beef, tripe, simmered","M1091","100","g","0.0","g","0.0","g",""
"Lamb, forequarter shoulder boneless rolled & netted, separable lean, raw","M1094","130","g","0.0","g","0.0","g",""
"Lamb, forequarter fore-shank, separable lean, raw","M1096","130","g","0.0","g","0.0","g",""
"Lamb, forequarter breast, separable lean, raw","M1095","130","g","0.0","g","0.0","g",""
"Lamb, forequarter rack fully Frenched, separable lean, raw","M1098","130","g","0.0","g","0.0","g",""
"Lamb, forequarter round neck chops, separable lean, raw","M1097","130","g","0.0","g","0.0","g",""
"Lamb, forequarter rack partially Frenched, separable lean, raw","M1099","130","g","0.0","g","0.0","g",""
"Pork, bacon, separable fat, raw","M110","15","g","0.0","g","0.0","g",""
"Lamb, forequarter shoulder square cut, separable lean, raw","M1100","130","g","0.0","g","0.0","g",""
"Lamb, mince, standard, raw","M1102","130","g","0.0","g","0.0","g",""
"Lamb, forequarter shoulder chops, separable lean, raw","M1101","130","g","0.0","g","0.0","g",""
"Lamb, hindquarter rump, separable lean, raw","M1104","130","g","0.0","g","0.0","g",""
"Lamb, hindquarter leg chop, separable lean, raw","M1103","130","g","0.0","g","0.0","g",""
"Lamb, hindquarter flap boneless, separable lean, raw","M1105","130","g","0.0","g","0.0","g",""
"Lamb, hindquarter striploin, separable lean, raw","M1106","130","g","0.0","g","0.0","g",""
"Lamb, hindquarter middle loin chop, separable lean, raw","M1108","130","g","0.0","g","0.0","g",""
"Lamb hindquarter, knuckle, separable lean, raw","M1107","130","g","0.0","g","0.0","g",""
"Lamb, hindquarter double loin, separable lean, raw","M1109","130","g","0.0","g","0.0","g",""
"Lamb, hindquarter leg boned, separable lean, raw","M1111","130","g","0.0","g","0.0","g",""
"Lamb, hindquarter fillet, separable lean, raw","M1110","130","g","0.0","g","0.0","g",""
"Lamb, offal, brain, raw","M1112","100","g","0.0","g","0.0","g",""
"Lamb, offal, kidney, raw","M1114","100","g","0.0","g","0.0","g",""
"Lamb, offal, heart, raw","M1113","100","g","0.0","g","0.0","g",""
"Lamb, offal, sweetbreads, raw","M1116","100","g","0.0","g","0.0","g",""
"Lamb, offal, lambs fry, raw","M1115","100","g","0.0","g","0.0","g",""
"Lamb, offal, tongue, raw","M1118","100","g","0.0","g","0.0","g",""
"Lamb, offal, testes, raw","M1117","100","g","0.0","g","0.0","g",""
"Lamb, fat, intermuscular fat, raw","M1120","15","g","0.0","g","0.0","g",""
"Lamb, fat, subcutaneous fat, raw","M1119","15","g","0.0","g","0.0","g",""
"Lamb, forequarter breast, separable lean, braised","M1122","100","g","0.0","g","0.0","g",""
"Lamb, forequarter shoulder boneless rolled & netted, separable lean, slow-roasted","M1121","100","g","0.0","g","0.0","g",""
"Lamb, forequarter round neck chops, separable lean, braised","M1124","100","g","0.0","g","0.0","g",""
"Lamb, forequarter fore-shank, separable lean, braised","M1123","100","g","0.0","g","0.0","g",""
"Lamb, forequarter shoulder square cut, separable lean, slow-roasted","M1127","100","g","0.0","g","0.0","g",""
"Lamb, forequarter rack fully Frenched, separable lean, fast-roasted","M1125","100","g","0.0","g","0.0","g",""
"Lamb, forequarter rack partially Frenched, separable lean, fast-roasted","M1126","100","g","0.0","g","0.0","g",""
"Lamb, mince, standard, stewed","M1129","100","g","0.0","g","0.0","g",""
"Lamb, forequarter shoulder chops, separable lean, braised","M1128","100","g","0.0","g","0.0","g",""
"Lamb, hindquarter rump, separable lean, fast-roasted","M1131","100","g","0.0","g","0.0","g",""
"Lamb, hindquarter striploin, separable lean, fast-roasted","M1133","100","g","0.0","g","0.0","g",""
"Lamb, hindquarter leg chop, separable lean, fast-fried","M1130","100","g","0.0","g","0.0","g",""
"Lamb, hindquarter flap boneless, separable lean, simmered","M1132","100","g","0.0","g","0.0","g",""
"Lamb, hindquarter middle loin chop, separable lean, fast-fried","M1135","100","g","0.0","g","0.0","g",""
"Lamb, hindquarter knuckle, separable lean, braised","M1134","100","g","0.0","g","0.0","g",""
"Lamb, hindquarter fillet, separable lean, fast-fried","M1137","100","g","0.0","g","0.0","g",""
"Lamb, hindquarter double loin, separable lean, fast-roasted","M1136","100","g","0.0","g","0.0","g",""
"Lamb, hindquarter leg boned, separable lean, slow-roasted","M1138","100","g","0.0","g","0.0","g",""
"Lamb, offal, heart, simmered & drained","M1140","75","g","0.0","g","0.0","g",""
"Lamb, offal, brain, raw, simmered, drained & fried","M1139","75","g","0.0","g","0.0","g",""
"Lamb, offal, kidney, fried","M1141","75","g","0.0","g","0.0","g",""
"Lamb, offal, sweetbreads, simmered & drained","M1143","75","g","0.0","g","0.0","g",""
"Lamb, offal, lambs fry, fried","M1142","75","g","0.0","g","0.0","g",""
"Lamb, fat, subcutaneous fat, slow-roasted","M1146","15","g","0.0","g","0.0","g",""
"Lamb, offal, testes, simmered, drained & fried","M1144","75","g","0.0","g","0.0","g",""
"Lamb, offal tongue, simmered & drained","M1145","75","g","0.0","g","0.0","g",""
"Beef, forequarter & hindquarter assorted cuts, separable lean, raw","M1148","130","g","0.0","g","0.0","g",""
"Lamb, fat, intermuscular fat, slow-roasted","M1147","15","g","0.0","g","0.0","g",""
"Beef, forequarter & hindquarter assorted cuts, separable lean, cooked","M1149","100","g","0.0","g","0.0","g",""
"Chicken, mince, raw, premium, Tegal®","M1152","130","g","0.0","g","0.0","g",""
"Lamb, forequarter & hindquarter assorted cuts, separable lean, raw","M1150","130","g","0.0","g","0.0","g",""
"Lamb, forequarter & hindquarter assorted cuts, separable lean, cooked","M1151","100","g","0.0","g","0.0","g",""
"Beef, forequarter bolar, separable lean & fat, raw","M1154","130","g","0.0","g","0.0","g",""
"Chicken, mince, pan-fried, with no added fat, premium, Tegel®","M1153","100","g","0.0","g","0.0","g",""
"Beef, forequarter brisket point end, separable lean & fat, raw","M1156","130","g","0.0","g","0.0","g",""
"Beef, forequarter brisket navel end, separable lean & fat, raw","M1155","130","g","0.0","g","0.0","g",""
"Beef, forequarter oyster blade, separable lean & fat, raw","M1159","130","g","0.0","g","0.0","g",""
"Beef, forequarter chuck steak, separable lean & fat, raw","M1157","130","g","0.0","g","0.0","g",""
"Beef, forequarter scotch fillet, separable lean & fat, raw","M1158","130","g","0.0","g","0.0","g",""
"Beef, hindquarter silverside, separable lean & fat, raw","M1161","130","g","0.0","g","0.0","g",""
"Beef, forequarter ribs prepared, separable lean & fat, raw","M1160","130","g","0.0","g","0.0","g",""
"Beef, hindquarter silverside, excluding the eye, separable lean & fat, raw","M1163","130","g","0.0","g","0.0","g",""
"Beef, hindquarter skirt steak, separable lean & fat, raw","M1162","130","g","0.0","g","0.0","g",""
"Beef, hindquarter shank, separable lean & fat, raw","M1164","130","g","0.0","g","0.0","g",""
"Beef, hindquarter thick flank, separable lean & fat, raw","M1166","130","g","0.0","g","0.0","g",""
"Beef, hindquarter topside cap off, separable lean & fat, raw","M1165","130","g","0.0","g","0.0","g",""
"Beef, hindquarter rump steak, separable lean & fat, raw","M1167","130","g","0.0","g","0.0","g",""
"Beef, hindquarter fillet, separable lean & fat, raw","M1169","130","g","0.0","g","0.0","g",""
"Beef, hindquarter sirloin, separable lean & fat, raw","M1168","130","g","0.0","g","0.0","g",""
"Beef, forequarter bolar, separable lean & fat, braised","M1170","100","g","0.0","g","0.0","g",""
"Beef, forequarter brisket point end, separable lean & fat, braised","M1172","100","g","0.0","g","0.0","g",""
"Beef, forequarter brisket navel end, separable lean & fat, braised","M1171","100","g","0.0","g","0.0","g",""
"Beef, forequarter chuck steak, separable lean & fat, braised","M1173","100","g","0.0","g","0.0","g",""
"Beef, forequarter oyster blade, separable lean & fat, braised","M1175","100","g","0.0","g","0.0","g",""
"Beef, forequarter scotch fillet, separable lean & fat, fast-roasted","M1174","100","g","0.0","g","0.0","g",""
"Beef, forequarter ribs prepared, separable lean & fat, fast-roasted","M1176","100","g","0.0","g","0.0","g",""
"Beef, hindquarter skirt steak, separable lean & fat, braised","M1178","100","g","0.0","g","0.0","g",""
"Beef, hindquarter silverside, separable lean & fat, slow-roasted","M1177","100","g","0.0","g","0.0","g",""
"Beef, hindquarter shank, separable lean & fat, braised","M1180","100","g","0.0","g","0.0","g",""
"Beef, hindquarter thick flank, separable lean & fat, fast-fried","M1182","100","g","0.0","g","0.0","g",""
"Beef, hindquarter silverside, excluding the eye, separable lean & fat, braised","M1179","100","g","0.0","g","0.0","g",""
"Beef, hindquarter topside cap off, separable lean & fat, braised","M1181","100","g","0.0","g","0.0","g",""
"Beef, hindquarter sirloin, separable lean & fat, fast-fried","M1184","100","g","0.0","g","0.0","g",""
"Beef, hindquarter fillet, separable lean & fat, fast-fried","M1185","100","g","0.0","g","0.0","g",""
"Beef, hindquarter rump steak, separable lean & fat, fast-fried","M1183","100","g","0.0","g","0.0","g",""
"Lamb, forequarter fore-shank, separable lean & fat, raw","M1188","130","g","0.0","g","0.0","g",""
"Lamb, forequarter shoulder boneless rolled & netted, separable lean & fat, raw","M1186","130","g","0.0","g","0.0","g",""
"Lamb, forequarter breast, separable lean & fat, raw","M1187","130","g","0.0","g","0.0","g",""
"Lamb, forequarter rack fully frenched, separable lean & fat, raw","M1190","130","g","0.0","g","0.0","g",""
"Lamb, forequarter round neck chops, separable lean & fat, raw","M1189","130","g","0.0","g","0.0","g",""
"Lamb, forequarter shoulder square cut, separable lean & fat, raw","M1192","130","g","0.0","g","0.0","g",""
"Lamb, hindquarter leg chop, separable lean & fat, raw","M1194","130","g","0.0","g","0.0","g",""
"Lamb, forequarter rack partially frenched, separable lean & fat, raw","M1191","130","g","0.0","g","0.0","g",""
